lead_id,first_touch_time,channel,industry,company_size,jobtitle_level,email_domain,pyhone_contry_code,form_length,utm_source,utm_campaign
L0939,2024/3/3 18:30,REFERRAL,Healthcare,0-50,Manager,163.com,163.com,163.com,163.com,163.com
L0940,2024/5/16 2:50,ADS,FinTech,201-1000,Manager,company.com,company.com,company.com,company.com,company.com
L0941,2024/6/1 7:39,PARTNER,SaaS,201-1000,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0942,2024/6/25 20:24,PARTNER,FinTech,51-200,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0943,2024/3/17 7:44,SEO,FinTech,1000+,Manager,163.com,163.com,163.com,163.com,163.com
L0944,2024/3/13 18:23,ADS,Manufacturing,201-1000,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0945,2024/3/27 10:30,SEO,FinTech,201-1000,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0946,2024/6/30 18:31,WEBINAR,Manufacturing,1000+,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0947,2024/6/6 2:18,SEO,SaaS,0-50,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0948,2024/4/15 6:26,REFERRAL,SaaS,201-1000,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0949,2024/4/12 12:14,WEBINAR,E-commerce,1000+,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0950,2024/4/11 21:48,REFERRAL,Healthcare,0-50,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0951,2024/5/13 17:08,REFERRAL,SaaS,0-50,Director,company.com,company.com,company.com,company.com,company.com
L0952,2024/5/30 12:43,REFERRAL,E-commerce,201-1000,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0953,2024/3/27 5:41,ADS,Healthcare,51-200,Director,163.com,163.com,163.com,163.com,163.com
L0954,2024/6/22 18:36,REFERRAL,Healthcare,0-50,VP+,company.com,company.com,company.com,company.com,company.com
L0955,2024/3/19 16:43,SEO,Healthcare,51-200,VP+,company.com,company.com,company.com,company.com,company.com
L0956,2024/3/3 16:02,PARTNER,Manufacturing,201-1000,Director,company.com,company.com,company.com,company.com,company.com
L0957,2024/3/21 3:31,ADS,SaaS,1000+,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0958,2024/5/27 3:14,WEBINAR,Healthcare,51-200,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0959,2024/5/6 7:10,ADS,Manufacturing,0-50,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0960,2024/6/10 23:47,PARTNER,E-commerce,0-50,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0961,2024/3/23 11:16,SEO,SaaS,1000+,Manager,163.com,163.com,163.com,163.com,163.com
L0962,2024/5/22 8:15,PARTNER,Manufacturing,201-1000,Individual,163.com,163.com,163.com,163.com,163.com
L0963,2024/5/16 9:43,REFERRAL,E-commerce,201-1000,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0964,2024/5/31 15:34,PARTNER,Healthcare,0-50,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0965,2024/4/4 15:55,PARTNER,FinTech,201-1000,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0966,2024/5/25 12:49,PARTNER,SaaS,1000+,Director,163.com,163.com,163.com,163.com,163.com
L0967,2024/6/20 3:58,WEBINAR,Manufacturing,51-200,Individual,company.com,company.com,company.com,company.com,company.com
L0968,2024/5/20 10:58,ADS,Manufacturing,51-200,Director,163.com,163.com,163.com,163.com,163.com
L0969,2024/6/21 3:28,ADS,Healthcare,201-1000,Director,company.com,company.com,company.com,company.com,company.com
L0970,2024/3/23 5:50,PARTNER,Healthcare,51-200,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0971,2024/6/29 4:23,REFERRAL,Manufacturing,0-50,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0972,2024/6/29 15:18,WEBINAR,SaaS,0-50,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0973,2024/4/30 11:29,WEBINAR,Manufacturing,0-50,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0974,2024/3/1 19:12,PARTNER,FinTech,51-200,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0975,2024/5/23 19:37,REFERRAL,FinTech,51-200,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0976,2024/3/14 15:57,PARTNER,E-commerce,0-50,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0977,2024/5/29 5:15,PARTNER,FinTech,201-1000,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0978,2024/3/3 11:01,PARTNER,E-commerce,1000+,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0979,2024/3/26 9:12,ADS,Manufacturing,201-1000,VP+,163.com,163.com,163.com,163.com,163.com
L0980,2024/5/15 6:58,WEBINAR,E-commerce,1000+,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0981,2024/4/17 6:16,SEO,Manufacturing,51-200,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0982,2024/6/10 1:44,ADS,SaaS,0-50,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0983,2024/5/20 8:13,PARTNER,Manufacturing,201-1000,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0984,2024/6/2 2:55,PARTNER,Manufacturing,1000+,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0985,2024/6/17 21:20,SEO,FinTech,1000+,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0986,2024/6/12 7:56,PARTNER,Manufacturing,1000+,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0987,2024/4/3 0:15,REFERRAL,E-commerce,201-1000,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0988,2024/5/24 11:32,SEO,SaaS,51-200,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0989,2024/3/6 22:02,SEO,Healthcare,51-200,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0990,2024/3/18 19:11,PARTNER,SaaS,51-200,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0991,2024/3/24 7:53,SEO,Healthcare,0-50,Individual,company.com,company.com,company.com,company.com,company.com
L0992,2024/6/13 13:29,PARTNER,E-commerce,0-50,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0993,2024/5/18 19:59,REFERRAL,Healthcare,51-200,Manager,company.com,company.com,company.com,company.com,company.com
L0994,2024/5/6 1:40,ADS,Healthcare,51-200,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0995,2024/6/15 8:13,WEBINAR,Manufacturing,51-200,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0996,2024/3/4 20:44,PARTNER,SaaS,51-200,Director,company.com,company.com,company.com,company.com,company.com
L0997,2024/6/29 4:10,REFERRAL,SaaS,0-50,Individual,163.com,163.com,163.com,163.com,163.com
L0998,2024/5/23 5:52,WEBINAR,FinTech,201-1000,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0999,2024/5/18 21:01,ADS,E-commerce,0-50,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L1000,2024/3/22 15:42,SEO,E-commerce,201-1000,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
